Cast Vote Record	Precinct	Payson City Council 1st Choice Payson City Council	Payson City Council 2nd Choice Payson City Council	Payson City Council 3rd Choice Payson City Council	Payson City Council 4th Choice Payson City Council	Payson City Council 5th Choice Payson City Council
49525	PA04	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
49526	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49527	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
49528	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49529	PA01	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
49530	PA02	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	undervote	undervote
49531	PA01	LINDA CARTER	BRIAN V. HULET	undervote	undervote	undervote
49532	PA02	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON	LINDA CARTER
49533	PA02	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
49534	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote	undervote
49535	PA03	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
49536	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49537	PA02	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL
49538	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49539	PA01	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON
49540	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49541	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49542	PA03	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49543	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49544	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49545	PA04	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
49546	PA04	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	undervote
49547	PA04	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET
49548	PA04	DOUG WELTON	undervote	undervote	undervote	undervote
49549	PA04	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
49550	PA01	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM
49551	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49552	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49553	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	undervote
49554	PA01	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49555	PA02	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
49556	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
49557	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49558	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49559	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER
49560	PA07	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER
49561	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49562	PA02	DOUG WELTON	undervote	undervote	undervote	undervote
49563	PA08	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
49564	PA08	DOUG WELTON	undervote	undervote	undervote	undervote
49565	PA03	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	undervote
49566	PA03	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM
49567	PA03	LINDA CARTER	undervote	undervote	undervote	undervote
49568	PA04	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	undervote	undervote
49569	PA02	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
49570	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49571	PA03	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
49572	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49573	PA02	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
49574	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
49575	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM
49576	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49577	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	undervote	undervote
49578	PA02	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON
49579	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49580	PA02	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49581	PA03	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote	undervote
49582	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49583	PA02	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET
49584	PA02	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	undervote	undervote
49585	PA03	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49586	PA02	DOUG WELTON	undervote	undervote	undervote	undervote
49587	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49588	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49589	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
49590	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	undervote	undervote
49591	PA02	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
49592	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49593	PA03	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON
49594	PA02	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49595	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
49596	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
49597	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote
49598	PA05	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49599	PA01	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
49600	PA02	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49601	PA07	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
49602	PA02	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
49603	PA02	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
49604	PA02	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
49605	PA07	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49606	PA02	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
49607	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49608	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	undervote
49609	PA04	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET
49610	PA02	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
49611	PA01	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
49612	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49613	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	undervote
49614	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	undervote
49615	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49616	PA03	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
49617	PA04	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET
49618	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
49619	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
49620	PA08	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49621	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49622	PA06	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	overvote	undervote
49623	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49624	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49625	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49626	PA04	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET
49627	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49628	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49629	PA02	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM
49630	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49631	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
49632	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
49633	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
49634	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49635	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49636	PA02	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET
49637	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49638	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49639	PA04	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
49640	PA07	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	undervote	undervote
49641	PA07	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET
49642	PA01	DOUG WELTON	LINDA CARTER	undervote	undervote	undervote
49643	PA08	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49644	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	undervote
49645	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49646	PA03	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
49647	PA01	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
49648	PA03	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
49649	PA03	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
49650	PA03	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49651	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
49652	PA04	LINDA CARTER	BRIAN V. HULET	undervote	undervote	undervote
49653	PA04	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49654	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON
49655	PA02	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	undervote	undervote
49656	PA04	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	undervote	undervote
49657	PA04	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET
49658	PA07	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
49659	PA01	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
49660	PA05	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
49661	PA01	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57256	PA03	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
57257	PA04	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET
57258	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
57259	PA02	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
57260	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
57261	PA04	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57262	PA04	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
57263	PA03	BRIAN V. HULET	undervote	undervote	undervote	undervote
57264	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
57265	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
57266	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
57267	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
57268	PA01	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	undervote	undervote
57269	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	undervote	undervote
57270	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
57271	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
57272	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57273	PA07	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
57274	PA07	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
57275	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
57276	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
57277	PA08	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
57278	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57279	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
57280	PA03	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
57281	PA03	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
57282	PA04	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	undervote
57283	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57284	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote	undervote
57285	PA08	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57286	PA07	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET
57287	PA07	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET
57288	PA01	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET
57289	PA07	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET
57290	PA07	SCOTT PINKHAM	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET
57291	PA02	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON
57292	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
57293	PA02	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON
57294	PA02	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	undervote	undervote
57295	PA01	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL
57296	PA01	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
57297	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
57298	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
57299	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57300	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57301	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
57302	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
57303	PA07	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER
57304	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
57305	PA01	DOUG WELTON	undervote	undervote	undervote	undervote
57306	PA04	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57307	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
57308	PA04	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57309	PA03	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57310	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote	undervote
57311	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57312	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57313	PA03	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57314	PA01	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57315	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
57316	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57317	PA05	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
57318	PA02	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57319	PA05	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
57320	PA02	undervote	undervote	overvote	undervote	undervote
57321	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote	undervote
57322	PA03	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	undervote	undervote
57323	PA05	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
57324	PA05	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57325	PA05	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
57326	PA03	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57327	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57328	PA07	overvote	undervote	undervote	undervote	undervote
57329	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	undervote	undervote
57330	PA07	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
57331	PA01	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57332	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57333	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57334	PA08	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL
57335	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57336	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
57337	PA05	overvote	undervote	CARY KENNETH STOCKWELL	overvote	undervote
57338	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
57339	PA05	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
57340	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
57341	PA01	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57342	PA01	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57343	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
57344	PA02	LINDA CARTER	overvote	BRIAN V. HULET	undervote	undervote
57345	PA03	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	undervote
57346	PA06	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57347	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
57348	PA06	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL
57349	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
57350	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
57351	PA07	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
57352	PA02	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
57353	PA02	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
57354	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
57355	PA03	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET
57356	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
57357	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
57358	PA02	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
57359	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
57360	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
